,A1BG,A1CF,A2M,A4GALT,AAAS,AACS,AADAC,AADAT,AAGAB,AAK1,AAR2,AARS,AARS2,AARSD1,AATF,ABAT,ABCA1,ABCA10,ABCA3,ABCA6,ABCA7,ABCA8,ABCA9,ABCB10,ABCB11,ABCB8,ABCB9,ABCC1,ABCC10,ABCC4,ABCC5,ABCC9,ABCD1,ABCD3,ABCD4,ABCF1,ABCF2,ABCF3,ABCG1,ABCG4,ABCG5,ABCG8,ABHD11,ABHD12,ABHD14A,ABHD14B,ABHD15,ABHD16A,ABHD17C,ABHD2
ABCG5,0.0,0.11101617148615742,-0.0,0.0,-0.0,-0.01876193094157637,-0.0,0.13639196991235786,0.0,0.0,0.0,0.0,0.08860996308595359,-0.0,-0.0,0.0,0.181073122437432,-0.0,-0.0,0.0,-0.036425898142299705,0.021079193423741094,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.16004193062410874,0.0,0.0,0.08508770336609357,-0.0,-0.0,0.0,0.055755427267657406,-0.03062829263987011,0.0,-0.0,-0.0,0.0,0.007407622902002767,-0.0,0.0
ABCG8,-0.0,0.04561759859770664,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.017532238911276872,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.14659858003788723,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.25311004222228967,0.0,0.10989517170192163,0.0,-0.03848058584954321,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.052751032500010286,0.0,0.0,0.0,0.0,-0.0
ABHD11,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.02400703286585667,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.15700041609352017,0.0
ABHD12,-0.0,0.0,-0.11772795198181396,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.18320399703601975,-0.0,0.0,-0.0,0.0,0.0,0.08025037524499215,-0.0,-0.0,-0.0,-0.0,-0.0,0.058563469877383756,0.04395454735316752,-0.03875047127334436,-0.0,-0.0,0.0,-0.0,-0.0655754165098596,0.10096162259067017,0.0
ABHD14A,0.0,-0.001715783382784511,0.0,0.056416981131966165,-0.0,-0.04518379644036909,-0.0,0.0,-0.07742688117258553,-0.0,0.0,0.1473098458410607,0.0,0.0,0.0,-0.015384333142025503,0.0,-0.26317502029275625,0.0,-0.0,-0.0,0.0,-0.002419368750880349,-0.0,-0.0,-0.05684226268606404,-0.0,0.06793247283317035,0.0,-0.0,0.0,-0.09631197954267727,0.0,-0.09736539259625597,0.0,0.25876630447556304,0.0,0.0,0.0,-0.029938083250711893,-0.0,-0.0,-0.06510080958088496,-0.0,0.0,-0.08933223740305266,-0.0,0.10438742770175288,0.0,-0.0
ABHD14B,0.0,0.0,0.0051129162305508305,-0.0,0.19481949301992108,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.09882847011717341,-0.0,0.0,-0.0,-0.0,0.0,-0.10435191570728926,-0.0,0.01602210646158435,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.056398638830568844,-0.0,0.0,0.0,0.0683397032567194,-0.009898417210992647,-0.0
ABHD15,0.0,-0.0,0.0,0.0,0.0,-0.02220608532431871,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00759202576851558,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.14775573058970393,-0.0,0.11374394803891161,-0.0,0.0,-0.0,-0.008416194951168104,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.035177876712505586,-0.0,-0.0,0.04261609225092987,0.0,0.07719032820229288,0.007992047575338106,-0.0
ABHD16A,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.10641360723121995,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.03726975512811037,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.01822957383674867,0.0,0.0,-0.0,-0.0,-0.11975491345729289
ABHD17C,-0.07208929917106006,0.11037206238194391,-0.003567172442610636,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.28711467780642563,0.15327358344494774,-0.0,0.0,0.34631339767014324,0.0,-0.0,-0.0,0.1408984387717907,-0.0,0.0,-0.0,0.3481198279108835,0.30648597158304725,-0.15493730052690768,-0.0,-0.0023117029250183177,-0.031064405937290818,-0.0,-0.0,0.10452303538945008,0.00386129235675068,-0.0,-0.0,0.0,-0.0,-0.00010576562974842774,-0.01903075683443957,-0.11128746388724611,0.0,0.04197901258421968,-0.0,-0.11557811720953218,0.0,0.0,0.07005548399221925,0.04053670068998587,0.0,-0.0
ABHD2,-0.060046744994785864,-0.0,0.0,0.0,0.0,0.0,0.0,-0.011029488181483957,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.49571615516475825,0.006863730913546112,-0.08447354709076417,0.0,-0.0,0.0,0.0,0.009551011501065895,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.21789509883383384,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.02882219115538809,0.0,-0.0,0.0,-0.04071325988761923
