,A1BG,A1CF,A2M,A4GALT,AAAS,AACS,AADAC,AADAT,AAGAB,AAK1,AAR2,AARS,AARS2,AARSD1,AATF,ABAT,ABCA1,ABCA10,ABCA3,ABCA6,ABCA7,ABCA8,ABCA9,ABCB10,ABCB11,ABCB8,ABCB9,ABCC1,ABCC10,ABCC4,ABCC5,ABCC9,ABCD1,ABCD3,ABCD4,ABCF1,ABCF2,ABCF3,ABCG1,ABCG4,ABCG5,ABCG8,ABHD11,ABHD12,ABHD14A,ABHD14B,ABHD15,ABHD16A,ABHD17C,ABHD2
TCGA-BC-A10Z,-0.601208867,-0.802349213,-0.742476177,1.002662072,-0.482748906,-0.02120858,-0.959357508,-0.964787937,0.104455346,0.645119322,1.231564798,0.776518311,-1.281901472,1.705974511,2.158297112,-1.215119617,-1.562950884,1.251838907,-0.795406358,-0.822054622,-0.027012569,-1.249024258,-0.809940151,-2.021297477,-1.497887279,-1.621516986,-0.050603504,1.899545526,1.444155517,0.491539492,0.178506827,-1.55669962,-1.057248387,1.197910789,-2.059989531,1.638466349,1.621643821,0.812533583,-1.077898081,-0.485541324,-0.546723445,-1.671343977,3.703929877,0.203693741,-0.580288087,-1.055819704,-1.618530295,-0.669890739,-0.690423262,-1.094199727
TCGA-DD-A113,-0.854010626,-0.033086439,-0.985077169,-0.103608439,-1.423664782,-0.447065363,-0.959357508,-0.694503294,-0.845513241,-0.333266299,-2.26149331,0.265297759,-0.678743685,-1.479908364,-0.685487022,0.650506261,-0.171163013,-0.338198974,-0.624516508,0.622491083,1.483566907,-0.628759512,-0.342960494,-0.793487106,-0.864808235,0.240987524,0.307280182,-1.147421268,-0.950656354,-0.350669534,-0.577152294,0.264555613,0.498462302,1.909923048,-1.048138032,-0.742083879,-0.58581505,-0.664776668,-1.380599238,-0.650266698,-0.403436792,0.120674801,-0.283153282,0.103967232,-0.540392332,0.612285713,0.395134645,-0.669890739,0.331295998,0.07053314
TCGA-DD-A1EB,0.452863136,1.251837266,-1.128218941,-0.503393359,-0.482748906,-0.155825319,0.690295414,2.062512797,-0.92430536,0.059113263,-0.337589172,0.814964631,0.781834917,-1.037407291,-0.855648534,1.536101108,1.092920146,-0.703421649,-0.040416806,1.46332183,-1.039037538,1.280414621,-0.299388855,1.859653842,0.712761709,0.718898363,0.113612452,-0.250371139,-0.372021246,0.426571345,-0.076480016,1.118810202,0.213922797,-0.157446816,0.584117318,-1.034792605,-0.753308594,0.177095134,1.892022048,-0.974403725,0.261995434,0.22659145,-0.76586603,-0.678535627,-0.026951317,0.50829298,0.005527202,0.374816439,-0.399811065,-0.047671688
TCGA-DD-A1EE,0.770638116,0.313949182,3.234661953,0.439084673,0.320390002,0.014081228,-0.613924717,0.222435242,1.127379599,0.112745042,0.411616828,1.467826046,1.646902741,0.683370762,0.057464626,0.895856647,2.295085869,0.45251506,0.741698119,1.142633857,0.290290481,0.425523543,0.838150941,0.272635392,1.777315011,0.975893681,0.029719518,1.242786996,1.644975937,0.169075641,1.907606283,-0.569199694,1.074986829,-0.183015348,0.856622815,-0.112165855,1.077142535,0.402601133,1.065011727,-0.299561063,0.752531203,1.306217012,0.246732581,0.271357563,-0.41983777,0.771000212,-0.43332183,0.044643327,1.538747724,0.784681983
TCGA-FV-A3I1,1.153200423,1.002536205,-0.473731935,-0.468188419,0.83595895,-0.309078249,0.536279901,1.407403701,-1.363755953,-0.624297572,-0.170617319,-0.842550278,1.479624432,-0.960000816,-0.509305645,1.831952357,0.344041654,2.823823957,0.175682,1.46332183,0.49414187,1.902080121,3.562239967,0.914299577,1.213121771,-0.251405461,-0.96717843,-0.085170664,0.060253217,-0.902106488,0.624332878,1.118810202,0.091574834,1.791170862,1.576227793,-0.784741777,-1.017410371,-0.614894361,-0.683850616,1.331751512,1.994362766,2.030187841,-0.60849499,0.339887945,2.284400552,0.771000212,1.4093284,0.248894217,0.10895097,1.54200221
TCGA-DD-A1EI,-1.51224108,1.380427775,-0.585568954,-0.126282808,1.083713098,-0.067402542,-0.106302939,0.194420337,1.127379599,0.436901826,-0.057395491,0.971456004,0.818158207,0.057341433,-0.509305645,0.252555441,-0.675596626,-0.51150616,-0.311670537,0.247814306,-0.572800935,0.519050825,-0.916038323,0.764777002,0.388543196,0.176361991,-0.072915454,-0.434633206,-0.119861143,0.183336941,-0.405236637,1.403502826,0.06742721,0.85918408,1.184730544,0.427461155,-0.470160071,0.012000233,-0.510479053,0.263693441,0.883891203,1.606864871,-0.402327468,0.170259003,-0.256785555,-0.180663325,0.005527202,0.125495027,-0.798354038,0.586523836
TCGA-FV-A2QR,0.911618509,-1.588468746,0.069524905,1.119912425,0.54981462,0.744064783,0.651390188,-2.565921467,1.457997506,0.168348578,1.985278865,-1.179359842,0.101729108,0.939579061,1.238662432,-0.891219508,-1.185190026,-0.566497863,1.050023194,-0.248647957,0.973712434,0.471963933,0.586321638,-1.093638191,0.712761709,-0.559548708,-0.343336294,2.388215461,1.961807023,0.942355047,2.380053603,-1.354534281,-0.095770484,-0.995072942,0.856622815,0.792955495,2.122160869,0.066715428,0.417198627,-0.485541324,0.063912895,-0.744209843,3.064419042,1.200814402,-1.215150964,-0.848261753,-2.076260816,0.859811955,-0.054661408,-0.024350194
TCGA-DD-A118,-1.751023325,0.172254275,-1.046284277,-1.050561676,-1.151980414,-0.523394442,1.755955861,0.697786731,0.814614372,-0.823050637,-0.661129648,-1.726782637,-0.956903615,-1.687693027,-1.210017909,-0.252962648,-0.153039263,-0.436517474,-1.236645761,0.086710887,-1.286054799,-0.161230852,-0.254832547,2.178605842,-0.580360393,-0.133371781,-1.141211644,-0.948718599,-1.598500759,-1.059773089,-0.888589054,0.752032089,-0.207453246,0.698435392,-0.092285569,-2.173472854,-0.83440453,-1.848575284,0.071387605,3.149044348,-0.279416272,0.381171077,-0.913687857,-0.760136608,1.230632251,-0.038604051,0.478063471,-0.808714828,-0.274718151,-0.357645212
TCGA-DD-A11A,-0.818642315,-1.152675366,-0.463135652,-0.520399136,-1.116950646,-0.208760031,-1.35263984,-0.350883861,0.929970152,0.214093331,0.411616828,0.892682299,-0.782456236,-1.113743631,0.097396396,1.1886368,2.365903936,-0.817571094,-0.233911134,-0.74514474,0.151526896,0.290027509,0.502132369,-0.081706567,0.637172421,0.112741,0.018117304,0.750651317,-0.141701781,-0.987674291,0.501169422,0.158524841,-0.460600839,1.128292258,-0.536657019,2.709244069,1.448848606,-0.514007827,0.47615428,0.035203407,-0.427748817,-0.802679428,-0.714491261,-1.04501791,-0.679160174,-1.334558703,-1.421563937,-0.191260144,3.009733608,0.698573493
TCGA-BD-A3EP,0.452863136,0.034427186,0.547224731,-0.441038846,0.365602843,0.368367109,0.574382432,-0.84303302,0.104455346,0.297301459,1.035637285,2.593461693,0.329227608,-0.514646048,0.259832415,-0.368760166,0.591582405,0.028967852,0.778769463,-0.922127219,-0.249621902,-0.414551866,-0.708272993,-0.11267278,0.563684225,-0.222190033,2.11097826,0.055769601,-0.075612575,0.680897871,-0.970377286,-0.156916707,0.188970252,2.196786456,0.11177115,1.289648206,1.621643821,-0.812524953,-0.362041303,0.194615059,-1.484717244,-1.121433827,0.082963568,-0.183008253,-0.256785555,0.106447819,1.341038965,-0.52722476,-1.373857719,1.40686534
